PROVINCE	MUNICIPALITY/CITY	BARANGAY	HOUSEHOLD ID	FIRST NAME	MIDDLE NAME	LAST NAME	SEX	AGE	SOCIAL SERVICE / PROGRAM	TYPE OF ASSISTANCE PROVIDED	"SPECIFY (name of skill training, name of training, specific assistance, goods, amount, and others)"	"REMARKS (specify agency, individual, organization who provided the assistance and any other pertinent details)"	DATE RECEIVED (MM/DD/YYYY)
Laguna	Famy	Palo-Alto	460	Clara	García	Gómez	Female	73	LIVELIHOOD_ASSISTANCE	Family Development Trainings	3-day conference	Private Donor - Regular program. Contact: main branch	03/28/2023
Laguna	Paete	San Roque	458	James	Carn	Reyes	Male	39	SLP	Job Referral	Basic assistance	DOLE - Special initiative. Contact: regional office	02/29/2024
Laguna	Santa Maria	Ulango	802	Janna	Cruz	Reyes	Male	31	OTHER_CAPABILITY_BUILDING_SUPPORT	Vaccination	Enhanced support	DSWD - Special initiative	06/03/2021
Laguna	Rizal	Barangay II (Poblacion)	43	Juan	Pérez	Gómez	Female	32	AICS	Parent Effectiveness Trainings	Enhanced support	DOH - Annual assistance. Contact: local coordinator	07/07/2022
Laguna	Siniloan	Majada Labas	586	Ana	Carn	Gómez	Male	72	OTHER_PROGRAM	Alternative Learning System	Basic assistance	Community Organization - Pilot program. Contact: main branch	09/06/2024
Laguna	Paete	Pansol	862	Janna	García	Cruz	Female	63	OTHER_PROGRAM	Values Formation	1-day seminar	Provincial Government - Emergency response. Contact: regional office	05/02/2021
Laguna	Victoria	Mayapa	278	James	Gómez	Reyes	Male	21	AICS	Activity Involvement/Advocacy	Basic assistance	UNICEF - Emergency response. Contact: local coordinator	01/27/2023
Laguna	Pakil	Real	838	Juan	Gómez	García	Male	35	DISASTER_RELIEF_ASSISTANCE	Leadership Skills Training	Standard package	Provincial Government - Annual assistance. Contact: main branch	03/13/2024
Laguna	Cavinti	San Cristóbal	754	María	López	Galang	Male	18	MEDICAL_SERVICES	Consultation/Medical Check-Up	Wheelchair	UNICEF - Regular program. Contact: regional office	04/24/2024
Laguna	Biñan	San José	130	Juan	Cruz	Santos	Male	29	EDUCATIONAL_ASSISTANCE	Insurance	Basic assistance	Provincial Government - Emergency response	07/01/2022
Laguna	Paete	Barangay II (Poblacion)	350	Pedro	Reyes	Santos	Male	71	SLP	Scholarship Grants	Level 1 support	Anonymous Donor - Special initiative. Contact: local coordinator	05/19/2024
Laguna	Santa Maria	Makiling	706	Miguel	López	García	Male	58	MEDICAL_SERVICES	Family Development Trainings	1-day seminar	Local Government - Annual assistance	02/04/2022
Laguna	Liliw	Barangay III (Poblacion)	544	Janna	López	Reyes	Male	59	OTHER_CAPABILITY_BUILDING_SUPPORT	Food Assistance	Basic Groceries	Caritas - Emergency response	11/23/2023
Laguna	Cavinti	San José	106	James	Gómez	Galang	Female	70	KALAHI	Leadership Skills Training	Standard package	Anonymous Donor - Annual assistance. Contact: main branch	03/28/2024
Laguna	Nagcarlan	Saimsim	912	Janna	Santos	Reyes	Female	77	OTHER_PROGRAM	Surgical Procedures	"PHP 5,000"	Community Organization - Emergency response. Contact: regional office	02/10/2022
Laguna	Mabitac	Barangay I (Poblacion)	716	María	García	Pérez	Male	67	OTHER_PROGRAM	Honorarium	Basic assistance	DepEd - Special initiative. Contact: regional office	12/30/2021
Laguna	San Pablo	Majada Labas	1	Clara	Santos	Cruz	Male	34	AICS	Medical Assistance	"PHP 3,000"	Red Cross - Special initiative. Contact: regional office	09/07/2023
Laguna	Biñan	San José	757	María	Santos	Reyes	Female	36	OTHER_PROGRAM	Skills Training	Carpentry	Community Organization - Pilot program. Contact: local coordinator	06/12/2021
Laguna	Luisiana	Barangay III (Poblacion)	584	James	Carn	Cruz	Male	53	DISASTER_RELIEF_ASSISTANCE	Parent Effectiveness Trainings	Level 1 support	World Vision - Emergency response	02/03/2023
Laguna	Santa Rosa	Masili	432	Pedro	López	Gómez	Female	65	KALAHI	Dental Services	Level 1 support	DOLE - Regular program. Contact: main branch	07/05/2022
Laguna	Lumban	Puting Lupa	306	Ana	Gómez	Gómez	Female	24	KALAHI	Insurance	Level 1 support	USAID - Annual assistance. Contact: local coordinator	05/11/2021
Laguna	Bay	San Roque	909	Miguel	García	Santos	Female	26	MEDICAL_SERVICES	Cash for Training	Standard package	Red Cross - Regular program. Contact: main branch	01/25/2024
Laguna	Biñan	San Ildefonso	527	Miguel	Santos	Galang	Female	25	OTHER_PROGRAM	Insurance	Level 1 support	Red Cross - Emergency response. Contact: local coordinator	10/15/2022
Laguna	Calamba	Parian	53	Juan	Gómez	López	Female	42	SUPPLEMENTAL_FEEDING	Voucher	Level 1 support	Private Donor - Regular program. Contact: main branch	10/05/2023
Laguna	Los Baños	Masili	940	Juan	Gómez	Pérez	Male	24	LIVELIHOOD_ASSISTANCE	Financial	"PHP 1,500"	Provincial Government - Emergency response. Contact: regional office	09/27/2021
Laguna	Famy	Masaya	520	María	Gómez	Cruz	Male	59	SUPPLEMENTAL_FEEDING	Scholarship Grants	Enhanced support	UNICEF - Special initiative. Contact: regional office	06/23/2023
Laguna	Santa Cruz	Palingon	330	Janna	Reyes	Reyes	Female	25	AICS	Skills Training	Computer Literacy	World Vision - Pilot program. Contact: regional office	10/22/2024
Laguna	Rizal	Casile	558	Clara	Cruz	Gómez	Male	41	OTHER_CAPABILITY_BUILDING_SUPPORT	Technical Skills Training	Enhanced support	DepEd - Pilot program. Contact: local coordinator	02/26/2023
Laguna	Rizal	Santo Domingo	325	Janna	Gómez	Pérez	Female	34	LIVELIHOOD_ASSISTANCE	Food Items	Rice (5kg)	USAID - Special initiative. Contact: regional office	12/31/2021
Laguna	Luisiana	Barangay III (Poblacion)	114	Pedro	Pérez	Reyes	Male	29	SOCIAL_PENSION	Dental Services	Basic assistance	DSWD - Special initiative. Contact: regional office	12/28/2024
Laguna	Cavinti	Súcol	147	Ana	García	Pérez	Male	63	SUPPLEMENTAL_FEEDING	Vaccination	Basic assistance	Caritas - Annual assistance	09/03/2022
Laguna	Magdalena	Palma	166	Miguel	Carn	Santos	Male	48	DISASTER_RELIEF_ASSISTANCE	Surgical Procedures	"PHP 5,000"	DOLE - Annual assistance	12/21/2023
Laguna	San Pablo	Puting Lupa	379	Janna	García	García	Male	29	EDUCATIONAL_ASSISTANCE	Tutorial Sessions	Standard package	DOH - Pilot program. Contact: regional office	07/21/2023
Laguna	Nagcarlan	San Agustín (Antipolo)	139	Miguel	López	Pérez	Male	74	KALAHI	Food for Work	Standard package	DA - Regular program. Contact: main branch	09/08/2024
Laguna	Cabuyao	Real	629	Juan	Carn	Gómez	Male	19	OTHER_CAPABILITY_BUILDING_SUPPORT	Job Fair	Level 1 support	DOLE - Annual assistance	08/12/2022
Laguna	Siniloan	San Miguel	299	Miguel	Cruz	López	Male	29	OTHER_CAPABILITY_BUILDING_SUPPORT	Parent Effectiveness Trainings	Standard package	DSWD - Emergency response	07/27/2021
Laguna	Pila	Masili	276	Clara	Gómez	García	Male	44	DISASTER_RELIEF_ASSISTANCE	Food Items	Basic Groceries	Provincial Government - Pilot program. Contact: local coordinator	12/14/2021
Laguna	San Pedro	Barangay I (Poblacion)	916	Miguel	Reyes	Gómez	Female	63	DISASTER_RELIEF_ASSISTANCE	Voucher	Standard package	Red Cross - Special initiative. Contact: regional office	02/14/2021
Laguna	Lumban	Barangay I (Poblacion)	789	Janna	Santos	Reyes	Female	24	SUPPLEMENTAL_FEEDING	Financial	"PHP 10,000"	DOLE - Annual assistance	12/13/2021
Laguna	Paete	San Miguel	850	Clara	García	Gómez	Male	78	LIVELIHOOD_ASSISTANCE	Job Referral	Enhanced support	Caritas - Emergency response	12/15/2022
Laguna	Alaminos	Punta	825	Miguel	Carn	García	Male	75	AICS	Financial	"PHP 3,000"	World Vision - Regular program. Contact: main branch	10/09/2022
Laguna	Majayjay	Santa Rosa	178	Ana	Gómez	Pérez	Male	75	OTHER_PROGRAM	Job Fair	Level 1 support	Caritas - Regular program. Contact: regional office	01/04/2022
Laguna	Lumban	Barangay II (Poblacion)	842	Juan	Cruz	López	Female	30	SLP	Alternative Learning System	Standard package	DSWD - Pilot program. Contact: main branch	06/18/2022
Laguna	Liliw	Masili	354	Miguel	Santos	López	Male	70	OTHER_CAPABILITY_BUILDING_SUPPORT	Insurance	Standard package	Caritas - Special initiative. Contact: regional office	12/24/2021
Laguna	Luisiana	San Isidro	154	Clara	Pérez	Galang	Male	53	SUPPLEMENTAL_FEEDING	Parent Effectiveness Trainings	Enhanced support	DA - Annual assistance. Contact: local coordinator	05/10/2022
Laguna	Victoria	Barangay III (Poblacion)	926	Janna	Cruz	Gómez	Female	18	SUPPLEMENTAL_FEEDING	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Level 1 support	DSWD - Special initiative. Contact: main branch	06/24/2023
Laguna	Bay	Milagrosa	201	Juan	Reyes	García	Female	66	KALAHI	Agricultural and Fisheries	Level 1 support	World Vision - Emergency response	03/01/2021
Laguna	Rizal	San Isidro	878	María	Santos	Galang	Female	52	SUPPLEMENTAL_FEEDING	Financial	"PHP 1,500"	World Vision - Special initiative. Contact: local coordinator	10/25/2021
Laguna	Biñan	Del Carmen	115	María	Santos	Reyes	Male	47	PWD_ASSISTANCE	Transportation Allowance	Level 1 support	Red Cross - Special initiative	02/28/2021
Laguna	Liliw	Santo Domingo	671	Pedro	Pérez	Reyes	Female	48	MEDICAL_SERVICES	Cash for Training	Basic assistance	Community Organization - Emergency response. Contact: regional office	12/18/2024
Laguna	Bay	San Isidro	554	María	Gómez	Reyes	Male	34	EDUCATIONAL_ASSISTANCE	Burial Assistance	Standard package	Red Cross - Regular program. Contact: local coordinator	08/19/2021
Laguna	Victoria	Súcol	759	Janna	Santos	Santos	Female	25	AICS	Insurance	Basic assistance	USAID - Emergency response. Contact: local coordinator	03/08/2023
Laguna	Santa Maria	San Agustín (Antipolo)	68	Ana	Carn	García	Male	20	SOCIAL_PENSION	Mental Health Support	Standard package	DSWD - Annual assistance. Contact: local coordinator	03/24/2022
Laguna	Rizal	San Benito (Palita)	445	Juan	Santos	Cruz	Male	76	MEDICAL_SERVICES	Food for Work	Standard package	World Vision - Pilot program. Contact: local coordinator	09/05/2022
Laguna	Lumban	Puting Lupa	445	Clara	Cruz	López	Male	27	SUPPLEMENTAL_FEEDING	Activity Involvement/Advocacy	Standard package	DSWD - Annual assistance	01/03/2022
Laguna	Lumban	Palma	326	James	Carn	Cruz	Female	51	LIVELIHOOD_ASSISTANCE	Capital/Starter Kit	Enhanced support	Private Donor - Regular program	07/08/2022
Laguna	Paete	Masaya	846	María	Santos	Reyes	Male	39	SUPPLEMENTAL_FEEDING	Food for Work	Enhanced support	Community Organization - Emergency response	11/19/2023
Laguna	Biñan	San Andrés	708	María	Cruz	Pérez	Male	21	LIVELIHOOD_ASSISTANCE	Job Fair	Standard package	Provincial Government - Emergency response	09/15/2023
Laguna	Santa Maria	San José	602	James	Cruz	Gómez	Male	49	KALAHI	Job Referral	Standard package	Red Cross - Pilot program. Contact: regional office	10/04/2021
Laguna	Cavinti	San Gregorio	623	Clara	García	Pérez	Female	78	DISASTER_RELIEF_ASSISTANCE	Food Assistance	Rice (5kg)	World Vision - Special initiative. Contact: regional office	09/01/2022
Laguna	Mabitac	Maunong	880	Clara	Cruz	García	Male	46	SLP	Medical Assistance	"PHP 5,000"	World Vision - Pilot program	12/04/2022
Laguna	Pakil	San Roque	359	James	Pérez	Pérez	Male	63	PWD_ASSISTANCE	Agricultural and Fisheries	Level 1 support	DA - Emergency response	11/03/2024
Laguna	Siniloan	Turbina	145	Clara	López	Galang	Male	28	SLP	Scholarship Grants	Level 1 support	Provincial Government - Annual assistance. Contact: local coordinator	04/11/2023
Laguna	Victoria	Punta	275	Janna	Reyes	Gómez	Male	63	OTHER_CAPABILITY_BUILDING_SUPPORT	Financial	"PHP 3,000"	Private Donor - Pilot program. Contact: local coordinator	02/07/2021
Laguna	Nagcarlan	Masaya	509	Clara	Santos	Gómez	Female	30	AICS	Voucher	Enhanced support	Local Government - Pilot program. Contact: main branch	05/15/2024
Laguna	Siniloan	San José	179	Juan	Pérez	Cruz	Male	76	AICS	Food Assistance	Canned Goods (10 pcs)	DOH - Special initiative. Contact: local coordinator	10/16/2021
Laguna	Victoria	Casile	753	Clara	Santos	Pérez	Female	78	SOCIAL_PENSION	GAD Trainings	2-day workshop	DOH - Pilot program. Contact: regional office	09/02/2023
Laguna	Pangil	Santa Rosa	838	Miguel	Santos	Reyes	Female	21	OTHER_PROGRAM	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Level 1 support	UNICEF - Regular program. Contact: local coordinator	02/25/2025
Laguna	Luisiana	Sirang Lupa	831	Miguel	Cruz	Cruz	Male	19	SOCIAL_PENSION	Consultation/Medical Check-Up	"PHP 5,000"	World Vision - Regular program. Contact: local coordinator	06/02/2024
Laguna	San Pedro	Barangay II (Poblacion)	477	María	Cruz	Cruz	Female	51	DISASTER_RELIEF_ASSISTANCE	Job Fair	Standard package	Private Donor - Regular program. Contact: main branch	03/28/2022
Laguna	Majayjay	Sirang Lupa	843	Ana	Santos	López	Female	60	MEDICAL_SERVICES	Parent Effectiveness Trainings	Basic assistance	DSWD - Pilot program. Contact: regional office	01/28/2021
Laguna	San Pablo	San José	976	Janna	López	Cruz	Female	39	SOCIAL_PENSION	Insurance	Enhanced support	UNICEF - Regular program. Contact: main branch	12/03/2022
Laguna	Luisiana	Makiling	414	Janna	Carn	Reyes	Male	22	AICS	Medical Supplies	"PHP 10,000"	Provincial Government - Annual assistance. Contact: main branch	01/27/2023
Laguna	Magdalena	Timbao	153	Clara	Carn	López	Female	26	PWD_ASSISTANCE	Technical Skills Training	Standard package	Provincial Government - Annual assistance. Contact: main branch	11/30/2021
Laguna	San Pedro	Looc	104	Ana	Reyes	Gómez	Female	37	SLP	Insurance	Basic assistance	Anonymous Donor - Pilot program. Contact: main branch	10/28/2024
Laguna	Liliw	Mayapa	75	Ana	García	Reyes	Male	38	DISASTER_RELIEF_ASSISTANCE	Alternative Learning System	Level 1 support	DA - Annual assistance	07/15/2022
Laguna	Victoria	San Cristóbal	128	Pedro	Gómez	Santos	Male	34	OTHER_CAPABILITY_BUILDING_SUPPORT	Capital/Starter Kit	Basic assistance	Anonymous Donor - Pilot program. Contact: local coordinator	08/17/2024
Laguna	San Pedro	Súcol	711	Ana	Pérez	Gómez	Female	29	SOCIAL_PENSION	Family Development Trainings	Week-long training	Red Cross - Annual assistance	07/23/2021
Laguna	Cavinti	Sirang Lupa	666	Clara	Reyes	Gómez	Female	45	LIVELIHOOD_ASSISTANCE	Skills Training	Plumbing	Provincial Government - Emergency response	01/14/2022
Laguna	Pakil	Timbao	568	Clara	Gómez	Pérez	Female	35	PWD_ASSISTANCE	Job Referral	Level 1 support	UNICEF - Regular program. Contact: local coordinator	06/21/2023
Laguna	Calamba	Casile	790	James	Santos	Santos	Male	20	SLP	Parent Effectiveness Trainings	Basic assistance	Local Government - Emergency response	02/13/2024
Laguna	Alaminos	San Gregorio	345	María	Pérez	Pérez	Female	22	EDUCATIONAL_ASSISTANCE	Food for Work	Enhanced support	Local Government - Special initiative. Contact: main branch	11/10/2023
Laguna	Victoria	Puting Lupa	531	Miguel	Santos	Santos	Male	77	AICS	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Basic assistance	Local Government - Emergency response	10/05/2023
Laguna	Nagcarlan	San José	159	Pedro	Santos	Cruz	Female	70	KALAHI	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Standard package	Private Donor - Regular program. Contact: local coordinator	07/01/2023
Laguna	Biñan	Makiling	538	Clara	García	García	Female	69	SUPPLEMENTAL_FEEDING	Consultation/Medical Check-Up	"PHP 5,000"	Caritas - Pilot program. Contact: local coordinator	01/31/2022
Laguna	Lumban	Punta	426	James	Cruz	Reyes	Male	31	OTHER_CAPABILITY_BUILDING_SUPPORT	Burial Assistance	Level 1 support	Red Cross - Special initiative. Contact: local coordinator	12/12/2023
Laguna	Mabitac	Timbao	681	Pedro	García	Santos	Female	65	KALAHI	Scholarship Grants	Standard package	DA - Emergency response	04/24/2024
Laguna	San Pablo	San Gregorio	996	María	Reyes	Gómez	Male	43	AICS	Skills Training	Carpentry	UNICEF - Special initiative	12/19/2021
Laguna	Victoria	Milagrosa	23	Pedro	Cruz	Gómez	Female	36	DISASTER_RELIEF_ASSISTANCE	Honorarium	Standard package	DOH - Emergency response	02/12/2024
Laguna	Paete	Súcol	47	James	Cruz	García	Male	58	LIVELIHOOD_ASSISTANCE	Skills Training	Computer Literacy	UNICEF - Regular program	05/29/2022
Laguna	Cabuyao	Mayapa	525	Juan	Reyes	Santos	Male	34	SOCIAL_PENSION	Family Development Trainings	3-day conference	Local Government - Annual assistance. Contact: regional office	06/30/2022
Laguna	Paete	Casile	729	Miguel	Cruz	Gómez	Female	71	SLP	Capital/Starter Kit	Enhanced support	UNICEF - Emergency response. Contact: regional office	10/09/2021
Laguna	Victoria	Milagrosa	834	Clara	Pérez	Pérez	Male	56	DISASTER_RELIEF_ASSISTANCE	Dental Services	Basic assistance	Community Organization - Regular program. Contact: regional office	11/04/2022
Laguna	Calamba	San Agustín (Antipolo)	706	Miguel	Carn	Santos	Female	59	PWD_ASSISTANCE	Alternative Learning System	Level 1 support	DA - Emergency response. Contact: local coordinator	04/08/2024
Laguna	San Pedro	San Agustín (Antipolo)	144	María	Reyes	García	Male	21	SLP	Food for Work	Level 1 support	DOLE - Annual assistance	08/29/2022
Laguna	Majayjay	San Antonio	585	Janna	Gómez	Santos	Male	59	SLP	GAD Trainings	3-day conference	UNICEF - Regular program. Contact: regional office	01/30/2023
Laguna	Alaminos	San Antonio	668	María	Reyes	Cruz	Male	52	LIVELIHOOD_ASSISTANCE	Family Development Trainings	Week-long training	USAID - Special initiative. Contact: main branch	09/06/2024
Laguna	Pangil	San Isidro	589	María	Carn	Cruz	Female	41	SUPPLEMENTAL_FEEDING	Food Items	Rice (5kg)	DA - Pilot program. Contact: main branch	01/01/2022
Laguna	Mabitac	San Cristóbal	419	María	García	López	Male	58	OTHER_PROGRAM	Burial Assistance	Standard package	World Vision - Special initiative	06/04/2022
Laguna	Magdalena	Barangay IV (Poblacion)	681	Juan	García	Cruz	Male	30	SOCIAL_PENSION	Dental Services	Standard package	Provincial Government - Special initiative	04/20/2021
Laguna	Kalayaan	San Miguel	973	Clara	García	Galang	Male	50	OTHER_CAPABILITY_BUILDING_SUPPORT	Technical Skills Training	Level 1 support	Private Donor - Annual assistance. Contact: main branch	06/25/2023
Laguna	Magdalena	Calo	799	James	Cruz	López	Female	32	AICS	Agricultural and Fisheries	Basic assistance	DOH - Regular program. Contact: regional office	04/17/2025
Laguna	Nagcarlan	San Andrés	85	Clara	Carn	Santos	Female	32	LIVELIHOOD_ASSISTANCE	Honorarium	Basic assistance	Local Government - Regular program. Contact: main branch	08/11/2023
Laguna	San Pedro	Puting Lupa	416	Janna	Pérez	Galang	Male	48	SOCIAL_PENSION	Food for Work	Enhanced support	Community Organization - Special initiative. Contact: local coordinator	11/11/2022
Laguna	San Pablo	San Roque	694	James	Reyes	Reyes	Male	60	OTHER_CAPABILITY_BUILDING_SUPPORT	Transportation Allowance	Level 1 support	USAID - Annual assistance. Contact: main branch	04/16/2025
Laguna	Cabuyao	San Agustín (Antipolo)	482	Pedro	Reyes	García	Female	45	MEDICAL_SERVICES	Job Referral	Enhanced support	World Vision - Pilot program	08/17/2023
Laguna	Luisiana	San Juan	456	Pedro	Reyes	Reyes	Male	27	DISASTER_RELIEF_ASSISTANCE	Skills Training	Plumbing	Provincial Government - Regular program	11/20/2021
Laguna	Santa Maria	Turbina	827	Pedro	Cruz	Galang	Male	74	KALAHI	Family Development Trainings	2-day workshop	UNICEF - Special initiative. Contact: local coordinator	01/12/2021
Laguna	Santa Cruz	Uwisan	297	James	Cruz	Gómez	Male	24	AICS	Activity Involvement/Advocacy	Level 1 support	Private Donor - Pilot program. Contact: local coordinator	11/13/2023
Laguna	Calamba	San Roque	112	Ana	López	Cruz	Male	50	SLP	Financial	"PHP 5,000"	DA - Special initiative. Contact: regional office	03/30/2024
Laguna	Siniloan	Milagrosa	962	Juan	Pérez	Pérez	Male	24	EDUCATIONAL_ASSISTANCE	Capital/Starter Kit	Standard package	Provincial Government - Regular program. Contact: local coordinator	09/21/2021
Laguna	Calamba	Zapote	230	Ana	García	Santos	Male	22	MEDICAL_SERVICES	Job Referral	Basic assistance	USAID - Regular program. Contact: main branch	01/15/2022
Laguna	Los Baños	San Juan	96	Clara	Gómez	López	Female	43	OTHER_CAPABILITY_BUILDING_SUPPORT	Medical Assistance	Crutches	Local Government - Pilot program	03/21/2021
Laguna	Santa Rosa	Barangay III (Poblacion)	950	Pedro	López	Gómez	Male	78	MEDICAL_SERVICES	Vaccination	Basic assistance	Community Organization - Regular program. Contact: regional office	07/18/2024
Laguna	Calauan	Saimsim	680	Juan	López	Pérez	Male	78	SOCIAL_PENSION	Surgical Procedures	"PHP 3,000"	UNICEF - Emergency response	03/01/2022
Laguna	Cavinti	Real	378	James	Cruz	Gómez	Female	72	LIVELIHOOD_ASSISTANCE	Job Referral	Level 1 support	Provincial Government - Annual assistance. Contact: local coordinator	09/08/2022
Laguna	San Pablo	Sirang Lupa	156	Pedro	García	Pérez	Female	33	EDUCATIONAL_ASSISTANCE	GAD Trainings	1-day seminar	DOLE - Special initiative. Contact: local coordinator	03/12/2022
Laguna	Mabitac	Sirang Lupa	421	James	García	Santos	Female	77	SLP	Vaccination	Basic assistance	DA - Emergency response. Contact: main branch	07/11/2023
Laguna	San Pablo	Súcol	105	Juan	Reyes	Cruz	Female	74	KALAHI	Alternative Learning System	Enhanced support	Caritas - Emergency response. Contact: main branch	01/07/2024
Laguna	Los Baños	Puting Lupa	705	James	Cruz	Santos	Male	25	OTHER_PROGRAM	Agricultural and Fisheries	Standard package	Provincial Government - Special initiative	03/28/2025
Laguna	Victoria	San Andrés	330	James	García	García	Female	39	LIVELIHOOD_ASSISTANCE	Consultation/Medical Check-Up	"PHP 10,000"	DSWD - Emergency response. Contact: local coordinator	03/06/2023
Laguna	Lumban	San Benito (Palita)	439	Janna	Gómez	Pérez	Male	51	KALAHI	Capital/Starter Kit	Standard package	DSWD - Special initiative	02/09/2024
Laguna	Bay	Barangay I (Poblacion)	132	Clara	López	García	Female	57	OTHER_PROGRAM	Alternative Learning System	Basic assistance	UNICEF - Regular program. Contact: main branch	09/18/2023
Laguna	San Pedro	Pansol	867	Ana	Carn	Gómez	Female	45	SLP	Insurance	Standard package	DOLE - Special initiative. Contact: local coordinator	03/28/2022
Laguna	Cavinti	Calo	382	Miguel	Carn	García	Female	63	OTHER_CAPABILITY_BUILDING_SUPPORT	Parent Effectiveness Trainings	Level 1 support	Private Donor - Emergency response	12/08/2024
Laguna	Pakil	Zapote	138	Ana	Cruz	Reyes	Male	53	SUPPLEMENTAL_FEEDING	Burial Assistance	Basic assistance	Anonymous Donor - Regular program. Contact: regional office	09/17/2021
Laguna	Cabuyao	Lingga	943	Ana	Reyes	Gómez	Female	73	LIVELIHOOD_ASSISTANCE	Transportation Allowance	Enhanced support	UNICEF - Special initiative. Contact: local coordinator	04/02/2023
Laguna	Santa Maria	Lingga	843	María	Reyes	Cruz	Female	64	OTHER_CAPABILITY_BUILDING_SUPPORT	Alternative Learning System	Standard package	DepEd - Pilot program. Contact: local coordinator	10/06/2024
Laguna	Famy	San Ildefonso	270	Janna	García	García	Female	24	SOCIAL_PENSION	Family Development Trainings	Week-long training	DA - Special initiative. Contact: regional office	12/09/2022
Laguna	Pakil	Santo Tomás (Calabuso)	550	Miguel	Gómez	Galang	Male	69	OTHER_PROGRAM	Alternative Learning System	Enhanced support	USAID - Special initiative. Contact: regional office	05/02/2023
Laguna	Siniloan	Barangay IV (Poblacion)	396	Pedro	Pérez	García	Male	57	OTHER_CAPABILITY_BUILDING_SUPPORT	Equipment/School Materials	Tablet	UNICEF - Annual assistance. Contact: main branch	04/22/2024
Laguna	Pila	Sirang Lupa	557	Pedro	Cruz	López	Female	76	AICS	Dental Services	Basic assistance	Caritas - Pilot program. Contact: local coordinator	10/20/2022
Laguna	Pangil	San José	913	Pedro	Pérez	Reyes	Male	60	OTHER_PROGRAM	Cash for Work	Enhanced support	DSWD - Special initiative. Contact: main branch	06/24/2021
Laguna	Pagsanjan	Parian	464	Ana	Carn	Galang	Female	45	SOCIAL_PENSION	Insurance	Standard package	DA - Special initiative. Contact: local coordinator	12/13/2022
Laguna	Lumban	San Andrés	675	Clara	López	Pérez	Male	76	AICS	Burial Assistance	Standard package	Anonymous Donor - Regular program. Contact: local coordinator	11/10/2024
Laguna	Mabitac	San Benito (Palita)	450	Ana	García	Cruz	Female	19	OTHER_CAPABILITY_BUILDING_SUPPORT	Parent Effectiveness Trainings	Enhanced support	DA - Special initiative. Contact: local coordinator	08/08/2022
Laguna	Liliw	Real	331	Miguel	López	Cruz	Male	26	MEDICAL_SERVICES	Food Items	Basic Groceries	DOH - Emergency response	07/19/2024
Laguna	Los Baños	San Miguel	253	Clara	Pérez	López	Female	23	PWD_ASSISTANCE	Dental Services	Level 1 support	Private Donor - Regular program. Contact: regional office	07/05/2021
Laguna	Bay	San Miguel	681	Janna	García	Pérez	Male	72	LIVELIHOOD_ASSISTANCE	Tutorial Sessions	Enhanced support	DA - Special initiative. Contact: main branch	10/14/2022
Laguna	San Pedro	Paciano Rizal	963	Clara	Santos	García	Male	75	EDUCATIONAL_ASSISTANCE	Leadership Skills Training	Standard package	Caritas - Regular program	06/16/2021
Laguna	Santa Cruz	San Antonio	285	Miguel	López	Galang	Female	18	SOCIAL_PENSION	Burial Assistance	Level 1 support	UNICEF - Regular program. Contact: local coordinator	05/23/2021
Laguna	Kalayaan	Santo Tomás (Calabuso)	274	James	Cruz	López	Female	20	SUPPLEMENTAL_FEEDING	Values Formation	2-day workshop	Red Cross - Special initiative	05/08/2022
Laguna	Nagcarlan	Barangay II (Poblacion)	20	Ana	López	Galang	Male	79	EDUCATIONAL_ASSISTANCE	Vaccination	Level 1 support	Provincial Government - Special initiative. Contact: local coordinator	03/13/2021
Laguna	Santa Cruz	Zapote	239	Pedro	López	García	Female	27	OTHER_CAPABILITY_BUILDING_SUPPORT	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Basic assistance	DOH - Special initiative. Contact: regional office	09/29/2024
Laguna	Biñan	San Juan	270	James	García	Pérez	Female	54	AICS	Values Formation	Week-long training	Private Donor - Regular program. Contact: local coordinator	05/14/2022
Laguna	San Pablo	Paciano Rizal	418	Ana	Carn	García	Female	61	OTHER_PROGRAM	Mental Health Support	Standard package	Anonymous Donor - Pilot program	05/27/2021
Laguna	Calauan	Looc	945	Juan	Pérez	Santos	Female	40	EDUCATIONAL_ASSISTANCE	Skills Training	Computer Literacy	Local Government - Annual assistance	03/05/2025
Laguna	Calamba	Majada Labas	310	María	Santos	Santos	Male	50	SLP	Technical Skills Training	Standard package	UNICEF - Special initiative. Contact: main branch	09/23/2024
Laguna	Calamba	Sirang Lupa	31	Ana	López	García	Female	26	AICS	Job Fair	Enhanced support	Private Donor - Annual assistance	01/14/2024
Laguna	Pila	San Andrés	826	Juan	Gómez	Reyes	Male	70	PWD_ASSISTANCE	Family Development Trainings	3-day conference	USAID - Pilot program. Contact: regional office	06/10/2023
Laguna	Magdalena	Palingon	104	Miguel	Pérez	López	Male	30	OTHER_PROGRAM	Financial	"PHP 5,000"	USAID - Pilot program	03/18/2023
Laguna	Rizal	Makiling	682	Janna	Gómez	Santos	Female	45	LIVELIHOOD_ASSISTANCE	Values Formation	Week-long training	DSWD - Special initiative	04/26/2023
